commit_id,Unnamed: 0,project,fix_date,buggy,date,repo,gap,target,V,ENT,DD,MDNL,NB,REC,NP,RG,NTM,RII,ENT_V,DD_V,TS
5506a44d0a1e04a3d471b43dcf00b21608edd50f,0,cassandra,,False,2009-03-23 03:46:02,cassandra,,done,142.76048999263463,4.376578399698611,7.5,0.5,0.0,0.9444444444444444,1.5,0.25,13.0,0.0,0.0330254533743984,0.0536366766846994,0.0
af47dc8476a6e4e4856476e4acff1ac8321a6a39,1,cassandra,,False,2009-03-25 14:25:23,cassandra,,done,287.2398489489181,4.96833607662556,19.0,1.0,2.0,0.6666666666666666,1.0,0.4545454545454545,15.0,0.0,0.0172968203917594,0.0661468109996775,0.0
e9e08ff6b572c851ecfcfe49bc63de43dfe3ed04,2,cassandra,,False,2009-03-27 11:18:54,cassandra,,done,863.2331253245202,5.2383367079335565,37.0,2.0,2.0,0.9285714285714286,2.0,0.1875,21.0,0.7794117647058824,0.0060682758275341,0.0428621179082885,1.0
fe825730bfae8f619247605ea0027a9c195c45fd,3,cassandra,,False,2009-03-27 11:19:06,cassandra,,done,33.83748480975473,4.049298697507943,3.75,0.0,0.0,0.0,3.25,0.05,14.0,0.0,0.1384577163044885,0.1183286227699068,0.25
22c52627201873086c38ee020838f0ed4e96f843,4,cassandra,,False,2009-03-27 11:19:40,cassandra,,done,342.7208288308559,4.333299334866469,16.5,1.0,0.0,0.5,1.5,0.0714285714285714,10.0,0.9351851851851852,0.1297031669659807,0.0597166076005724,0.0
07c2d3c29dd4ef87ae0a0299a711565bfb7c30b0,5,cassandra,,False,2009-03-27 11:19:45,cassandra,,done,33.74937501201927,3.7281300997056976,2.333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7777777777777777,6.666666666666667,0.0,0.4822544147556935,0.1583742230084146,0.0
a9c09a85922e9962f7b7f9bb362d9f56e1e8e673,6,cassandra,,False,2009-03-27 11:19:51,cassandra,,done,387.00726623655896,4.958119609394856,16.77777777777778,0.3333333333333333,0.0,0.7492643522055287,1.0,0.4374328076082462,17.88888888888889,0.0,0.0159064516161073,0.0462113446655104,0.5555555555555556
c5b1b8ba21a434f61867b5551390da3be0a37107,7,cassandra,,False,2009-03-27 11:20:00,cassandra,,done,670.5629399558077,5.066224993241206,29.0,0.0,0.0,1.0,3.0,0.25,35.0,0.1538461538461538,0.007555181909658,0.0432472453695565,0.0
09bc045e2674e91f57d3244b1aaeae0c1cd2c6f5,8,cassandra,,False,2009-03-27 11:45:02,cassandra,,done,1002.4087804792632,5.360594944688927,28.0,1.0,0.0,0.8888888888888888,2.0,0.3529411764705882,27.0,0.0,0.0053477134768571,0.0279327162184402,0.0
2249a6a745f63873b89b2bc8d70df4d185d99298,9,cassandra,,False,2009-03-27 11:45:21,cassandra,,done,375.0,4.765675714712219,18.0,0.0,0.0,0.8571428571428571,2.0,0.2857142857142857,21.0,0.0,0.0127084685725659,0.048,2.0
6ba824e430086ae2ad6e120f066c439e1770bf68,10,cassandra,,False,2009-03-28 01:34:15,cassandra,,done,863.2331253245202,5.2383367079335565,37.0,2.0,2.0,0.9285714285714286,2.0,0.1875,21.0,0.7794117647058824,0.0060682758275341,0.0428621179082885,1.0
4cb9bf678fdf672c6a2dab2e09c75103ea50ba4c,11,cassandra,,False,2009-03-28 01:35:49,cassandra,,done,33.83748480975473,4.049298697507943,3.75,0.0,0.0,0.0,3.25,0.05,14.0,0.0,0.1384577163044885,0.1183286227699068,0.25
c139871286d9a5858aec0f6e14db70379a5ced62,12,cassandra,,False,2009-03-28 01:38:09,cassandra,,done,342.7208288308559,4.333299334866469,16.5,1.0,0.0,0.5,1.5,0.0714285714285714,10.0,0.9351851851851852,0.1297031669659807,0.0597166076005724,0.0
340cdf4670686cd847958425bf8a5f0a253a646e,13,cassandra,,False,2009-03-28 01:38:34,cassandra,,done,33.74937501201927,3.7281300997056976,2.333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7777777777777777,6.666666666666667,0.0,0.4822544147556935,0.1583742230084146,0.0
c58588945c4a1f19127aeccee88924ebaa55f919,14,cassandra,2010-04-27 18:35:21,True,2009-03-28 01:38:42,cassandra,395.0,done,387.00726623655896,4.958119609394856,16.77777777777778,0.3333333333333333,0.0,0.7492643522055287,1.0,0.4374328076082462,17.88888888888889,0.0,0.0159064516161073,0.0462113446655104,0.5555555555555556
fe708caa69cccecf5f373624fbf8e73a00a18983,15,cassandra,,False,2009-03-28 01:39:00,cassandra,,done,670.5629399558077,5.066224993241206,29.0,0.0,0.0,1.0,3.0,0.25,35.0,0.1538461538461538,0.007555181909658,0.0432472453695565,0.0
d24be7d5e7595513f298299450746acec1feb14a,16,cassandra,,False,2009-03-30 03:18:35,cassandra,,done,375.0,4.765675714712219,18.0,0.0,0.0,0.8571428571428571,2.0,0.2857142857142857,21.0,0.0,0.0127084685725659,0.048,2.0
332f2c8427fd58723db6fa970144829aa15ea035,17,cassandra,,False,2009-04-02 07:23:58,cassandra,,done,1432.8069604742582,5.426732228695073,70.0,0.0,0.0,0.8049242424242424,4.5,0.1514285714285714,21.0,0.0198412698412698,0.0038215378295599,0.0488284039870794,1.5
c386d36a69d3abf744d4c3b1d070168f56900080,18,cassandra,,False,2009-04-03 05:14:43,cassandra,,done,305.0255750850964,4.939462261927599,9.0,0.0,0.0,1.0,0.0,0.2222222222222222,13.0,0.0,0.0161936003580997,0.0295057225856853,1.0
6fc6e048a3dbdcee6a741e740243c661d053bcaa,19,cassandra,,False,2009-04-03 05:14:46,cassandra,,done,79.9544533632097,4.272185460511673,8.0,0.0,0.0,1.0,2.0,0.4,12.0,0.0,0.0534327392760023,0.1000569657284546,0.0
58fce86d31cf0ada9c79c9d7b736a711227d179e,20,cassandra,,False,2009-04-03 07:29:09,cassandra,,done,505.5831690142995,5.069934248888891,25.0,2.0,1.0,1.0,2.0,0.0,24.0,0.3421052631578947,0.0100278936475939,0.0494478486076598,1.0
cfb3115f09fcc2f016b53f7ae6331a15ef6ab27e,21,cassandra,,False,2009-04-03 07:29:14,cassandra,,done,375.0806423252844,4.731930842431535,14.0,0.0,0.0,0.7,2.0,0.7,15.0,0.0434782608695652,0.0126157692732322,0.0373253066679422,1.0
b9bc065e3d9a81b2cb0a0063af8589b642dc00ea,22,cassandra,,False,2009-04-04 06:27:40,cassandra,,done,11.60964047443681,4.021928094887362,1.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.3464300297449536,0.0861353116146786,1.0
eec2f8aa031c54cd4dd1b051bf1794e2445d283e,23,cassandra,,False,2009-04-07 00:10:12,cassandra,,done,321.56661145234955,4.6064384775094265,16.235294117647058,0.1470588235294117,0.1764705882352941,0.843213649096002,1.9411764705882355,0.3070326405620522,15.823529411764708,0.0,0.0515271551089354,0.0571139102463082,0.2058823529411764
960b9164e6afdb5be85ec507a171cfcaea71396b,24,cassandra,,False,2009-04-07 00:10:15,cassandra,,done,150.15189509150116,4.509716512080424,8.75,0.0,0.0,1.0,2.0,0.2791666666666667,14.0,0.0,0.0343999191235268,0.0582898779778017,0.0
28cf5d73305a2921b9f46a42b1975ce47be001fa,25,cassandra,,False,2009-04-07 00:10:19,cassandra,,done,153.24725426256592,5.003178646307767,10.0,0.0,0.0,0.6666666666666666,4.0,0.2222222222222222,26.0,0.0,0.0326477539214867,0.065254023950514,1.0
27013dad7946b12fd9d0131da9f487f9e7b4701b,26,cassandra,,False,2009-04-07 00:10:22,cassandra,,done,62.5102495297363,4.36554829627437,5.0,0.0,0.0,1.0,3.0,0.4,22.0,0.25,0.0698373199453901,0.0799868827530673,1.0
49d75c4303d6f300a3303144ed14cbf51d807251,27,cassandra,,False,2009-04-07 00:10:26,cassandra,,done,432.9082786968995,4.798552396420407,23.0,0.0,0.0,0.8045454545454546,4.0,0.2482142857142857,21.25,0.0625,0.0288613669628029,0.0622222351510014,0.25
fc72d4305818aa4f6d55e07195be9af211645c10,28,cassandra,,False,2009-04-07 02:55:44,cassandra,,done,795.360402426261,5.125448005953323,26.2,1.6,0.0,0.6566666666666666,0.2,0.2349494949494949,22.4,0.0,0.0085176504806434,0.0341152611868244,3.0
d1e78cbf843fe7a9e76a423fa3087e48aadbe568,29,cassandra,,False,2009-04-07 02:55:52,cassandra,,done,543.7772732954211,4.732569988095992,19.857142857142858,0.5714285714285714,1.0,0.783743240886098,2.0,0.4031746031746032,19.0,0.0022321428571428,0.0166717316272856,0.041906642815961,0.5714285714285714
21f4bd568bc1a49588d0ec90a89c2a7c09ded600,30,cassandra,,False,2009-04-07 07:43:50,cassandra,,done,95.90827503317318,4.370107566415443,3.0,0.0,0.0,0.75,0.0,0.6666666666666666,17.0,0.0,0.0455654902030496,0.0312798869436693,1.0
137a28fc07cef2467259fea5235944a2b1a69aa2,31,cassandra,,False,2009-04-15 00:47:49,cassandra,,done,121.245252606907,4.405836567551535,5.5,0.0,0.0,1.0,0.0,0.5857142857142856,12.5,0.0,0.0370442093725236,0.0456822619036752,0.0
4c76970c4afdb2e6d66830f785fb6d52f7fb9775,32,cassandra,,False,2009-04-15 09:22:13,cassandra,,done,60.91767875292167,4.445533308550364,3.0,0.0,0.0,1.0,0.0,0.3333333333333333,12.0,0.0,0.0729760785301943,0.0492467878194737,0.0
040bfd4c2903778c27093184a99fdd367810373a,33,cassandra,,False,2009-04-16 11:09:18,cassandra,,done,598.5275727804735,4.829669251154403,13.5,0.0,0.0,0.682608695652174,0.0,0.225,19.5,0.0,0.0093679664290197,0.0230006146040822,1.0
cb7cacfea70bdba83c3ff8406054c826a47be832,34,cassandra,,False,2009-04-16 11:09:24,cassandra,,done,807.0714351377856,5.1864488630933865,35.0,0.0,0.0,0.8888888888888888,2.0,0.4,25.0,0.0,0.0064262575000042,0.0433666692639477,1.0
6be087a80a04ea6a3fd1a6913a0aacb0822c6707,35,cassandra,,False,2009-04-18 10:33:24,cassandra,,done,1047.247646951493,5.182639793964763,56.0,0.5,0.0,0.9087301587301588,4.0,0.168235294117647,20.0,0.0,0.005272466622757,0.0544743472898758,0.5
234d0895ad470c5adef3f071a01ce26efb6580b7,36,cassandra,,False,2009-04-21 01:38:32,cassandra,,done,1054.2944710314491,5.182679127460286,56.0,0.5,0.0,0.9087301587301588,4.0,0.168235294117647,21.0,0.0,0.0052329181925864,0.0540821649741415,0.5
0f7e1c30126993be023d4e0992ae32d326fe0642,37,cassandra,,False,2009-04-22 07:14:36,cassandra,,done,1090.04857415815,5.426312123801938,34.0,0.0,0.0,0.8571428571428571,3.0,0.3076923076923077,23.0,0.6521739130434783,0.0049780461645873,0.0311912705598999,1.0
478f0bef14fc9cf245307e18e6650b2d0d7b8c63,38,cassandra,,False,2009-04-22 07:18:08,cassandra,,done,1709.6294035305316,5.151655750485737,56.0,0.0,0.0,0.8620689655172413,1.0,0.4782608695652174,23.0,0.0,0.0030133172369679,0.0327556369142664,1.0
589d72a7f9261dc084405181cf13ba804e75a88a,39,cassandra,,False,2009-04-23 03:38:41,cassandra,,done,255.1583109716429,4.663555983993534,14.0,1.0,1.0,0.7777777777777778,0.0,0.5555555555555556,15.0,0.0,0.0182771079109071,0.0548678972935978,0.0
9292af8860f11ae20cf3f9c57b059927c7cf3af2,40,cassandra,2013-10-18 22:29:03,True,2009-04-23 03:40:33,cassandra,1639.0,done,171.8953543301665,4.487766573853715,10.0,0.0,0.0,1.0,1.0,0.6666666666666666,10.0,0.0,0.0261075500925631,0.0581749288046062,0.0
99451c730b8f3939a04283b4ba1c8f8bdb01518f,41,cassandra,,False,2009-04-23 03:40:36,cassandra,,done,61.220590716950326,4.05064056742531,4.8,0.4,0.0,0.4,0.4,0.4399999999999999,9.0,0.0,0.1126008663217214,0.0919077521458926,0.2
ba7f6907f300b7ad74bd93b1ab1d61d425ab5841,42,cassandra,,False,2009-04-24 09:52:09,cassandra,,done,866.7055889074879,5.205664600127563,35.0,1.0,0.0,0.9090909090909092,1.0,0.3684210526315789,20.0,0.0,0.0060062663339802,0.0403828017817661,4.0
1453a906efa363d16c7d4385435dc4ceadca9acd,43,cassandra,,False,2009-04-26 04:13:36,cassandra,,done,1586.9735884146708,5.131400243332142,51.0,0.0,0.0,0.8571428571428571,1.0,0.5,23.0,0.0,0.0032334503112041,0.0321366406928972,1.0
2e9466c3052fb4411139d973b64977824e4a43be,44,cassandra,,False,2009-04-28 00:01:17,cassandra,,done,685.6364354711958,4.882008411841446,31.75,1.0,0.25,0.7861842105263157,1.25,0.2098901098901098,27.0,0.0416666666666666,0.0301852550776805,0.064814293204927,0.5
6b5e9404c5e6aee4b5233f33c814b5e19010319b,45,cassandra,,False,2009-04-28 06:14:04,cassandra,,done,629.6631638703652,4.887874200372683,23.416666666666668,0.0,0.0,0.9,3.0,0.3119658119658119,24.0,1.0,0.0077773162267647,0.0372503549405011,2.0
fe6b6466f79fe5e4daf14dd1ae7ef7464577c359,46,cassandra,,False,2009-04-29 06:15:44,cassandra,,done,267.7546732246612,4.485766688168278,10.5,0.25,0.0,0.6754009879009879,1.4166666666666667,0.4538961038961039,14.25,0.0,0.0368272225054179,0.0405276799703885,0.25
f836610fe041830ce7e020e57043fd59261f26c1,47,cassandra,2010-02-19 22:29:08,True,2009-04-29 10:12:38,cassandra,296.0,done,243.7256843075537,4.637474974652818,11.0,0.5,0.0,0.9090909090909092,0.5,0.1923076923076923,12.5,0.0,0.0275310730724549,0.0429325996840828,1.0
