commit_id,project,buggy,date,repo,gap,LA,LD,NF,ND,NS,Entropy,NDEV,AGE,NUC,EXP,REXP,SEXP,target,LT,fix_date,HV,TE,DD,MDNL,NB,EC,NOP,NOGV,NOMT,II,TE_HV,DD_HV,TS,LA/LT,LD/LT,LT/NF,NUC/NF
4de90eba5a4628f573c5e0536ed9160b6f1ea29d,camel,False,2007-03-19 22:20:25,camel,,170,2,3,3,3,0.182605876639123,0.0,0.0,0.0,4,4.0,0.0,done,116.0,,282.38918969205184,4.901066640029296,14.0,1.0,0.0,0.7142857142857143,0.0,0.1428571428571428,18.0,0.0,0.0173557162204897,0.0495769686341999,0.0,1.4655172413793105,0.0172413793103448,38.666666666666664,0.0
b8d28505c84baabe75edfba0a43f3b2f06e19c13,camel,False,2007-03-20 04:47:04,camel,,1,1,1,1,1,0.0,2.0,0.0,4.0,10,10.0,7.0,done,88.0,,204.32967235008783,4.880534086098653,10.0,0.0,0.0,1.0,2.0,0.2,17.0,0.9333333333333332,0.0238855866109186,0.0489405179628855,1.0,0.0113636363636363,0.0113636363636363,88.0,4.0
c399e637aa5f5b839ecdbb96fc6afb0f014a4086,camel,False,2007-03-20 11:03:18,camel,,7,3,1,1,1,0.0,1.0,0.0,3.0,14,14.0,5.0,done,72.0,,578.5199659108831,5.079307485669927,14.0,0.0,0.0,0.7058823529411765,0.0,0.25,15.0,0.0,0.0087798309219501,0.0241996833729963,1.0,0.0972222222222222,0.0416666666666666,72.0,3.0
dfffe613f300ef82ac64f9f62dcdec90ecd36da4,camel,False,2007-03-21 04:01:21,camel,,9,11,6,2,1,2.3332062193464904,0.5,0.0,4.33333333333333,13,13.0,13.0,done,214.0,,55.47952063258242,4.395065592239003,2.0,0.0,0.0,0.8888888888888888,1.0,0.2222222222222222,19.0,0.0,0.1002311078892753,0.0602059991327962,2.0,0.0420560747663551,0.0514018691588785,35.666666666666664,0.7222222222222218
d4b2ebb217926da4981f3b784ac3f996b970c4ed,camel,False,2007-03-22 19:32:03,camel,,40,40,11,7,3,2.4139215141407404,0.272727272727273,0.0,4.5454545454545485,46,46.0,0.0556072000206773,done,940.0,,147.24156410570487,4.194742722688296,4.818181818181818,0.0909090909090909,0.0,0.5833333333333333,0.7272727272727273,0.1698051948051948,11.954545454545457,0.081600580270793,0.1677710839960023,0.0560380771840784,0.4090909090909091,0.0425531914893617,0.0425531914893617,85.45454545454545,0.413223140495868
84409e8425551e7f98d5f690236ee1ed7ca0fa30,camel,False,2007-03-22 21:22:41,camel,,66,92,11,2,1,2.43544887289333,0.0909090909090909,0.0,1.09090909090909,48,48.0,20.0,done,151.0,,94.85788315800195,4.394211551030758,5.666666666666667,0.0,0.0,0.4444444444444444,1.6666666666666667,0.1333333333333333,13.333333333333334,0.0,0.0680432537896216,0.0701916992995762,1.0,0.4370860927152318,0.609271523178808,13.727272727272728,0.0991735537190081
30d818fcd1f76d3eab4484d75677bbcb3300ddcf,camel,False,2007-03-24 03:24:47,camel,,2,1,1,1,1,0.0,2.0,0.0,11.0,73,73.0,51.0,done,284.0,,281.76289771739914,4.657097033212296,15.0,1.0,1.0,0.75,1.0,0.2857142857142857,11.0,0.0,0.0165284253922006,0.0532362497742502,1.0,0.0070422535211267,0.0035211267605633,284.0,11.0
772621a12075de5ba401fb225897b561e0584a9d,camel,False,2007-03-27 00:18:34,camel,,11,7,4,1,1,1.7527152789796998,0.5,0.0,3.0,1,1.0,1.0,done,295.0,,180.10175214872234,4.223565873232718,5.666666666666667,0.0,0.0,0.2777777777777777,0.6666666666666666,0.2037037037037037,13.0,0.0,0.0603063529091984,0.02257299951436,0.3333333333333333,0.0372881355932203,0.023728813559322,73.75,0.75
dba9b79c3a2506b37b349088185a456995fefd16,camel,False,2007-03-27 01:47:22,camel,,11,3,2,2,1,0.74959525725948,0.5,3.0,1.5,40,40.0,0.0,done,36.0,,118.9419703764204,4.399196220835458,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,23.0,0.0,0.0369860715011963,0.0252223835749969,0.0,0.3055555555555556,0.0833333333333333,18.0,0.75
bb3b2f152f7a5b82c1520ef2c79d0b80422b3df9,camel,False,2007-03-27 18:37:16,camel,,10,6,2,1,1,0.696212260125146,1.0,0.0,4.5,81,81.0,11.0,done,159.0,,186.80675182693076,4.688171023218494,5.666666666666667,0.0,0.0,0.7296296296296297,0.6666666666666666,0.1666666666666666,17.333333333333332,0.0,0.0400386176250378,0.0180413294705284,0.0,0.0628930817610062,0.0377358490566037,79.5,2.25
4dc22f87fc2c976a82252af00eff7700aaa47c80,camel,False,2007-03-29 03:34:34,camel,,26,16,3,1,1,1.16816091980765,0.333333333333333,0.0,5.0,93,93.0,34.0,done,359.0,,204.21157664897245,4.556397422309369,10.5,0.0,0.0,0.6160714285714285,1.75,0.2461538461538461,17.25,0.0,0.0445014908746779,0.060310926853505,0.5,0.0724233983286908,0.0445682451253481,119.66666666666669,1.6666666666666667
50af92aeb18a5b4e88786bd0a18e4be462bb8b1b,camel,False,2007-03-30 19:55:50,camel,,9,9,1,1,1,0.0,1.0,0.0,3.0,108,108.0,12.0,done,125.0,,343.66196213531276,4.7524197926919465,20.0,0.0,0.0,1.0,1.0,0.5454545454545454,13.0,0.0,0.01382876290167,0.058196722953369,1.0,0.072,0.072,125.0,3.0
d0419fdf2e98eebc037405e656124642b0d2a94e,camel,False,2007-04-04 01:39:19,camel,,0,7,2,1,1,0.591672778582327,1.0,3.5,6.0,119,119.0,14.0,done,148.0,,142.80022298758817,4.777750736903422,6.5,0.0,0.0,0.875,1.0,0.2222222222222222,14.5,0.0,0.033619185678909,0.0433043462316745,0.0,0.0,0.0472972972972973,74.0,3.0
86877d54d0fa808440b32b07f72b0fd72ff8e4f7,camel,False,2007-04-05 00:31:39,camel,,2,0,1,1,1,0.0,2.0,0.0,20.0,126,126.0,78.0,done,317.0,,437.5218043475291,4.7724334661876595,27.0,1.0,1.0,1.0,1.0,0.4444444444444444,12.0,0.0,0.0109078757190278,0.0617112101196071,0.0,0.0063091482649842,0.0,317.0,20.0
9f87cac89422f439386db5de9d4cbdfb95dbb322,camel,False,2007-04-05 01:07:14,camel,,7,8,1,1,1,0.0,1.0,8.0,1.0,130,130.0,16.0,done,117.0,,117.00234311416246,4.254500515110649,5.666666666666667,0.0,0.0,0.7777777777777778,1.3333333333333333,0.5370370370370371,13.333333333333334,0.0,0.0387921624748451,0.049101594441654,0.6666666666666666,0.0598290598290598,0.0683760683760683,117.0,1.0
5bd7e538f88508f6512bf9a2a6e776717021f8fa,camel,False,2007-04-06 02:10:50,camel,,4,8,2,1,1,0.91829583405449,0.5,0.0,1.0,136,136.0,1.0,done,47.0,,201.90890672641936,4.554812682789641,4.0,0.0,0.0,0.2222222222222222,0.0,0.0,17.0,0.0,0.0225587506595797,0.0198109140644294,0.0,0.0851063829787234,0.1702127659574468,23.5,0.5
8b653780e6f297c2ac9e24fe3eb6808574ea1ff7,camel,False,2007-04-20 05:50:47,camel,,10,14,2,2,1,0.954434002924965,1.0,15.0,10.5,57,57.0,34.0,done,106.0,,76.14709844115208,4.1418368811137265,3.0,0.0,0.0,0.5,0.0,0.0,11.0,0.375,0.054392576551221,0.039397430255579,2.0,0.0943396226415094,0.1320754716981132,53.0,5.25
