commit_id,Unnamed: 0,project,fix_date,buggy,date,repo,gap,target,V,ENT,DD,MDNL,NB,REC,NP,RG,NTM,RII,ENT_V,DD_V,TS
4e8e3e6573926bdd227b4b499e14bb8da6727dce,0,ignite,,False,2014-02-20 21:09:51,ignite,,done,310.0,4.863530092527562,9.0,0.0,0.0,0.4285714285714285,2.0,0.1666666666666666,20.0,0.0,0.0156888067500889,0.0290322580645161,1.0
4d024ca9dc64d7b65171446e5c4b668eb6b7e34d,1,ignite,2015-05-12 17:32:46,True,2014-02-21 18:30:14,ignite,444.0,done,262.3084942066396,4.951276420598746,8.0,0.0,0.0,0.4285714285714285,2.0,0.1666666666666666,20.0,0.0,0.0188757761565215,0.0304984404877785,1.0
6efcb1cbec512883920956a50d54e4843dd1760b,2,ignite,,False,2014-02-21 19:46:35,ignite,,done,434.2267754594073,4.743340137188088,15.0,0.0,0.0,0.5625,1.0,0.25,16.0,0.0,0.0141256304500854,0.0435593465833405,1.0
5d34e8b3975c13fe99401544200384e9f24cd78b,3,ignite,,False,2014-02-22 01:09:08,ignite,,done,364.17909420309263,5.1794310850314815,16.0,1.0,1.0,1.0,2.0,0.0,25.0,0.0,0.0142222087085071,0.0439344274690222,0.0
7cbe05fdadb92a8eb53f631dbbc8aaf17f8bd420,4,ignite,,False,2014-02-24 14:22:12,ignite,,done,165.0586500259616,4.83937770375872,8.0,1.0,0.0,0.6666666666666666,1.0,0.5714285714285714,15.0,0.0,0.0293191402146906,0.0484676204412292,1.0
425c61c15e509cdfee26ad5b8e96df26b92addf4,5,ignite,,False,2014-02-24 15:35:49,ignite,,done,152.85878746826012,4.440979905974548,7.0,0.0,0.0,1.0,0.75,0.5119047619047619,13.5,0.0,0.030856356030285,0.0493774368161312,2.0
b366547c3be08b68fd958c674f17447a287df799,6,ignite,,False,2014-02-24 15:59:48,ignite,,done,159.76167309156068,4.427771703490121,7.75,0.125,0.0,0.4835069444444444,0.875,0.5691964285714285,16.125,0.0,0.2312195431782524,0.090299635632102,1.75
e05bfa9ba8254683a30c133333c69aad02b3c856,7,ignite,,False,2014-02-24 17:57:16,ignite,,done,1710.832725609708,4.600084748568403,54.0,1.0,1.0,1.0,1.0,0.4,19.0,0.0,0.0026887986649478,0.0315635767259218,1.0
6b576f966db0f0daf322fc376e808aaccad2d520,8,ignite,,False,2014-02-24 18:18:57,ignite,,done,140.10985651790529,4.439066448394961,5.666666666666667,0.238095238095238,0.0,0.3321384964242107,0.7619047619047619,0.6187830687830689,16.476190476190474,0.0,0.0678573655997345,0.0439401416580296,1.4761904761904765
0f9570ede24e462a8315d271a83f658cdb7d3477,9,ignite,,False,2014-02-24 18:55:13,ignite,,done,784.6289376573935,4.664824955183119,21.0,0.0,0.0,0.7911255411255412,0.0,0.9166666666666666,17.333333333333332,0.0,0.0307433463443331,0.0412442575871524,2.333333333333333
d2314752c4cd29e68bc3b39a85c1b6a629a37294,10,ignite,,False,2014-02-24 22:14:43,ignite,,done,6651.3317005984645,5.235099394468475,176.0,0.6666666666666666,0.0,0.8252834467120181,1.3333333333333333,0.2529325513196481,22.0,0.0,0.011482144316349,0.0259570093434139,4.333333333333333
765e6b993f32511e6d0d1e3c750f20b6e5e15eaf,11,ignite,,False,2014-02-24 22:39:26,ignite,,done,425.0821285889304,4.8350186233647445,8.0,0.0,0.0,0.1666666666666666,1.0,0.25,24.0,0.0,0.0113743163924926,0.0188198925853603,0.0
