commit_id,project,buggy,date,repo,gap,LA,LD,NF,ND,NS,Entropy,NDEV,AGE,NUC,EXP,REXP,SEXP,target,LT,fix_date,HV,TE,DD,MDNL,NB,EC,NOP,NOGV,NOMT,II,E_HV,DD_HV,TS,LA/LT,LD/LT,LT/NF,NUC/NF
89af8294f42a9a16b91a09f7808653a71648718f,hbase,False,2007-04-07 06:09:28,hbase,,1,1,1,1,1,0.0,1.0,3.0,1.0,0,0.0,0.0,done,676.0,,1055.8997497719658,5.185818875678752,31.0,0.0,0.0,0.8,0.0,0.25,23.0,0.8048780487804879,0.0049112795763032,0.0293588477568015,1.0,0.0014792899408284,0.0014792899408284,676.0,1.0
356f3919e9c10a56146ab1884c2b3432c9f1f4d9,hbase,False,2007-05-22 08:30:40,hbase,,1,1,1,1,1,0.0,1.0,27.0,4.0,6,6.0,6.0,done,378.0,,102.79858289555531,4.046886761135438,2.0,0.0,0.0,0.0,1.0,0.1666666666666666,12.0,0.4666666666666667,0.039367145413348,0.0194555211138661,0.0,0.0026455026455026,0.0026455026455026,378.0,4.0
47bf7fd8bbaca22a89e7429e52dcac5a5126d38a,hbase,False,2007-05-22 14:30:07,hbase,,76,74,4,2,2,1.63964968123326,0.5,3.0,5.75,4,4.0,1.125,done,3688.0,,718.4950862927819,4.746054830308437,26.24137931034483,0.896551724137931,0.3103448275862069,0.6048596352362232,1.206896551724138,0.5142073983842615,20.41379310344828,0.7168768270596901,0.017325988518546,0.0408690251443569,0.8620689655172413,0.0206073752711496,0.0200650759219088,922.0,1.4375
e3e22fe37eae6b22ba80ae24dfc7a219a119d92a,hbase,False,2007-05-22 22:51:10,hbase,,455,340,3,2,2,0.627481275180504,0.666666666666667,0.0,6.66666666666667,5,5.0,1.1875,done,2877.0,,1335.4615491404777,5.0501769708287565,48.666666666666664,1.7222222222222223,2.2777777777777777,0.8058868095506028,0.7777777777777778,0.5396061565793366,19.0,0.7421777348784255,0.0098877253757185,0.040096240444818,1.1111111111111112,0.1581508515815085,0.1181786583246437,959.0,2.222222222222223
3f5229c66f93e6e36c36cd6793a0daefcadb55ca,hbase,False,2007-06-12 05:52:29,hbase,,11,6,2,2,2,0.322756958897398,1.0,0.0,14.0,19,19.0,1.24784469604492,done,1103.0,,842.0664636983525,5.1503252792984675,29.0,2.0,3.0,0.75,2.0,0.2,22.0,0.7272727272727273,0.0061162930734448,0.0344390867588196,0.0,0.0099728014505893,0.0054397098821396,551.5,7.0
e78644ed10f069a428fa28d8c6a2d6242e496430,hbase,True,2007-06-15 07:08:56,hbase,1123.0,376,134,16,4,4,3.3611170121781098,0.125,4.125,5.1875,23,23.0,0.3541664690698379,done,5522.0,2010-07-13 00:24:12,642.821583851795,4.69987086849292,20.8,0.3333333333333333,0.2666666666666666,0.4647138047138047,1.4,0.4725313775313775,15.533333333333331,0.5731939073029231,0.0314941677247965,0.0467069359656349,0.3333333333333333,0.0680912712785222,0.0242665700833031,345.125,0.32421875
a31d0e5f31faf73b9d1b29e0099cb53220d2a523,hbase,False,2007-06-27 13:50:10,hbase,,5,5,3,2,2,1.52192809488736,0.666666666666667,3.3333333333333304,17.0,0,0.0,0.0,done,1631.0,,977.0627686313522,4.831123717713983,20.5,0.0,0.0,0.5277777777777778,2.5,0.2587719298245614,16.0,0.3693181818181818,0.0331469293743596,0.0249332142622012,0.5,0.003065603923973,0.003065603923973,543.6666666666666,5.666666666666667
9eb369c26699fc265c2a0e780318513bd01b85a5,hbase,False,2007-07-04 13:48:18,hbase,,57,39,6,2,2,1.56955033503098,0.666666666666667,6.83333333333333,9.66666666666667,28,28.0,1.2478485032916102,done,1740.0,,620.7338474419387,4.64189186413302,23.666666666666668,0.4444444444444444,0.0,0.5442731407643688,1.0,0.3767942583732057,16.555555555555557,0.6433095450239174,0.0287045962592543,0.0394738990272805,0.7777777777777778,0.0327586206896551,0.0224137931034482,290.0,1.6111111111111116
bf798cca50a330d9807671c62378245710887e4a,hbase,False,2007-07-18 11:26:03,hbase,,56,56,3,2,2,1.13407480901045,1.0,0.333333333333333,31.6666666666667,36,36.0,1.24784851071308,done,3848.0,,1914.0229006495952,5.163379834692544,56.875,1.125,1.75,0.8055253388179273,1.125,0.530809024734856,16.75,0.6765366979325951,0.0053810482905683,0.0332063950336616,1.375,0.0145530145530145,0.0145530145530145,1282.6666666666667,10.555555555555566
b205cac36d9af1bf610b1d6f07900690ce4e4c33,hbase,False,2007-08-04 07:39:43,hbase,,629,318,55,7,2,5.09219474811151,0.0545454545454545,18.3818181818182,4.14545454545455,42,42.0,1.24784851074173,done,561.0,,520.5570535827146,4.943858350187123,29.0,1.0,0.0,0.8608193277310925,3.75,0.1942307692307692,17.75,0.6628068632756133,0.0196649765778389,0.0561921685750988,1.75,1.121212121212121,0.5668449197860963,10.2,0.0753719008264463
