commit_id,project,buggy,date,repo,gap,LA,LD,NF,ND,NS,Entropy,NDEV,AGE,NUC,EXP,REXP,SEXP,target,LT,fix_date,HV,TE,DD,MDNL,NB,EC,NOP,NOGV,NOMT,II,E_HV,DD_HV,TS,LA/LT,LD/LT,LT/NF,NUC/NF
8f40a7eeca8772a16e45a15ef424142e4f90e129,activemq,False,2005-12-14 01:17:31,activemq,,0,7,1,1,1,0.0,1.0,0.0,1.0,3,3.0,1.0,done,329.0,,578.1540853313543,3.512286496927703,25.0,0.0,0.0,0.5,0.0,1.0,9.0,0.032258064516129,0.0060750007412206,0.043241067795399,0.0,0.0,0.0212765957446808,329.0,1.0
262a5596d9300b7aded14d550cf8f5ee80d7ac0f,activemq,False,2005-12-14 01:18:23,activemq,,6,0,1,1,1,0.0,1.0,0.0,1.0,5,5.0,3.0,done,78.0,,188.1835598749144,4.328583710017286,10.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0231055177246176,0.0530204814938886,0.0,0.0769230769230769,0.0,78.0,1.0
507bb1bbabbf9feafb33ac42b9c52ec0f8ebfa39,activemq,False,2005-12-14 01:19:06,activemq,,3,1,1,1,1,0.0,1.0,0.0,1.0,6,6.0,4.0,done,126.0,,209.2150500951926,4.676631155314056,9.0,0.0,0.0,1.0,0.0,0.5,13.0,0.0,0.0223532253209613,0.0430179377435084,0.0,0.0238095238095238,0.0079365079365079,126.0,1.0
a558fef3745807fc4eb75508cd385798da4b64a5,activemq,False,2005-12-14 03:15:36,activemq,,8,4,3,2,1,1.5545851693378,0.333333333333333,0.666666666666667,1.33333333333333,13,13.0,9.0,done,225.0,,170.41957907613607,4.332150964705375,9.0,0.0,0.0,1.0,1.0,0.5218253968253967,14.5,0.0,0.0544175561189728,0.0595165246673107,0.0,0.0355555555555555,0.0177777777777777,75.0,0.4444444444444433
73165063467db865c26ee256210dabcb97edd5e1,activemq,False,2005-12-14 21:37:34,activemq,,28,11,2,2,1,0.999525689293649,0.5,1.0,1.0,14,14.0,1.0,done,111.0,,223.47971260168305,4.7378095077905655,12.0,0.0,0.0,1.0,1.0,0.1666666666666666,11.0,0.0,0.0212001772001334,0.053696149240124,0.0,0.2522522522522522,0.0990990990990991,55.5,0.5
f25cc68fb1ed285563dae769d3cf1720eb0b3ecb,activemq,False,2005-12-14 22:45:12,activemq,,13,12,1,1,1,0.0,1.0,1.0,1.0,15,15.0,2.0,done,191.0,,138.73302009916875,4.278290692771576,6.5,0.0,0.0,0.7083333333333333,0.0,0.7083333333333333,9.5,0.0,0.0345492832389307,0.0487412037222591,0.0,0.0680628272251308,0.06282722513089,191.0,1.0
f1bbfd320193609fad94c9ef2654c0c7b78d0aff,activemq,False,2005-12-15 02:34:16,activemq,,2,1,1,1,1,0.0,1.0,1.0,1.0,16,16.0,10.0,done,399.0,,1319.6331622888133,5.419366070690605,1.0,0.0,0.0,0.75,0.0,0.5,24.0,0.0,0.0041067216447418,0.0007577863519779,2.0,0.0050125313283208,0.0025062656641604,399.0,1.0
5cba8d744d41f10199b1545ad82ec5b335aaf1a5,activemq,False,2005-12-15 04:00:44,activemq,,1,1,1,1,1,0.0,1.0,2.0,1.0,18,18.0,12.0,done,645.0,,2560.1023633199543,5.391460002665083,85.0,4.0,8.0,0.8918918918918919,0.0,0.2857142857142857,26.0,0.6,0.0021059548555212,0.0332017974038239,4.0,0.0015503875968992,0.0015503875968992,645.0,1.0
639265de9f0f5f7be8935e8f810d54861e8c292f,activemq,False,2005-12-15 17:06:44,activemq,,2,2,1,1,1,0.0,2.0,1.0,2.0,2,2.0,1.0,done,420.0,,30.87430298092722,4.0444556462656,2.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.1316570948587764,0.0651546525425902,0.0,0.0047619047619047,0.0047619047619047,420.0,2.0
db0855c34231e9802cb738538178ab17c9cd1c0d,activemq,False,2005-12-15 23:13:14,activemq,,7,8,1,1,1,0.0,1.0,2.0,1.0,20,20.0,14.0,done,240.0,,146.29216849094135,4.319761158070402,5.666666666666667,0.0,0.0,0.3214285714285714,0.3333333333333333,0.6825396825396827,10.666666666666666,0.0,0.0542887084135045,0.0417091175938755,0.3333333333333333,0.0291666666666666,0.0333333333333333,240.0,1.0
